83,83,83,60,60,60,35,35,35,15,15,15,16,16,16,15,15,15,12,12,12,12,9,9,9,62,62,62,62,62,55,55,55,55,27,27,27,59,59,59,59,59,59,43,43,43,1,1,1,1,1,1,1,1,1,1,1,3,3,3,75,75,75,75,75,75,75,75,54,54,54,60,60,60,28,28,28	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
11,11,11,24,24,24,24,24,24,24,24,24,24	1,1,1,1,1,0,0,0,1,0,1,1,1
83,83,83,83,83,83,83,47,47,47,83,83,83,83,83,59,59,59,59,59,59,59,59,50,50,50,12,12,12,55,55,55,55,55,1,1,1,62,62,62,43,43,43,3,3,3,1,1,1,59,59,59,59,59,59,59,1,1,1,73,73,73,73,54,54,54,79,79,79,79,79,60,60,60,60,0,0,0,0,78,78,65,65,65	1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1
82,82,82,82,82,82,82,83,83,83,14,14,14,83,83,83,83,83,83,83,83,83,47,47,47,59,59,59,59,59,59,59,59,59,59,62,62,62,83,83,83,59,59,59,43,43,43,3,3,3,3,3,3,3,56,56,56,83,83,83,83,83,83,83,62,62,62,43,43,43,60,60,60,60,60,60,79,65,65,65,78,78,78,0,0,0,0,0,0,79,79,79,79,3,3,3,73,73,73,54,54,54,42,42,42,42,42,42,9,42,42,42,9,9,9,9,35,35,35,35,10,10,10,81,81,81,70,70,70,71,71,71,95,95,95,87,87,87,87,87,87,87,93,12,76,76,76,76,30,30,30,32,32,32,49,49,49,93,93,93,93,93,93,12,12	0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
46,46,46	1,1,1
19,19,19,19,19,19,19,25,25,25,51,51,51,42,42,42,10,10,10,66,66,66,66,66,66,19,19,19,42,42,42,42,42,29,29,29,29,29,29,29,29,29,29,90,90,90,29,29,29,67,67,67,65,65,65,38,38,38,60,60,60,50,50,50	1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,62,62,62,1,1,1,75,75,3,3,3,3,3,75,75,75,60,60,60,60,60,60,54,54,54,73,73,73,51,51,51,32,32,32	0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,37,37,78,78,78,78,78,78,78,25,25,25,81,81,81,10,10,10	1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,10,10,37,37,37	1,1,1,1,1,1
12,12,12,9,9,9,9,9,9,9,9,9,55,55,55,55,55,55,55,55,55,55,62,62,62,62,62,27,27,27,27,43,43,43,43,59,59,59,59,59,59,59,59,59,32,32,32	1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
11,11,11,11,11,11,11,11,62,62,62,62,62,62,1,1,1,1,1,1,3,3,3,75,75,75,75,54,54,54,60,60,60	1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
11,11,11,11,11,24,24,24	1,0,1,1,1,1,1,1
60,60,60,60,60,60,60,56,56,56,56,78,78,78,78,78,78,65,65,65,0,0,0,0,0,79,79,79,79,60,60,60,60,73,73,73,73,73,54,54,54,54,54,54,3,3,3	1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
62,62,62,62,62,62,11,11,11,11,11,11,9,9,57,57,57,16,16,16,9,9,9,9,9,62,62,62,62,62,62,62	1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
1,1,1,1,1,55,55,55,55,62,62,62,55,55,55,11,11,11,11,11,11,59,59,59,59,59,59,59,59,12,12,12,43,43,43,12,12,12,62,62,62,62,3,3,3,3,3,3,3,72,72,72,52,52,52,75,75,75,54,54,54,60,60,60,81,81,81,20,20,20	1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,83,83,62,62,62,1,1,1,75,75,75,75,75,75,75,75,3,3,3,75,75,75,54,54,54,60,60,60,60	1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
37,37,37,78,78,78,78,78,78,25,25,25,81,81,81,10,10,10	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,3,3	0,1,1,0
37,37,37,38,38,38,32,32,32,14,14,14	1,1,1,1,1,1,1,1,1,1,1,1
37,37,37,10,10,10,10	1,1,1,0,1,1,1
38,38,38,38,38,38,38,38,55,55,55,55,55,55	1,1,0,1,0,1,1,1,0,0,0,0,0,0
10	0
62,62,62,62,11,11,11,9,9,9,9,9,9,9,9,9,9,16,16,16,57,57,57,51,51,51,73,73,73	0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,51,51,73,73,73	1,1,1,1,1,1
37,37,37,14,14,14,11,11,11,62,62,62,62,62,62,62,62,62,62,9,9,9,9,9,9,9,16,16,16,57,57,57	1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1
37,37,37,78,78,78,78,78,78,25,25,25,81,81,81,81,81,10,10,10	1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,11,11,24,24,24	1,1,1,1,1,1
1,1,1,1,1,55,55,55,55,55,55,55,55,55,55,62,62,62,11,11,11,59,59,59,59,59,59,59,59,59,43,43,43,43,43,12,12,12,12,12,12,62,62,62,3,3,3,72,72,72,52,52,52,75,75,75,54,54,54,60,60,60,81,81,81,81,81,20,20,20	1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
11,11,11,62,62,62,62,62,62,62,1,1,1,3,3,3,3,3,75,75,75,75,60,60,60,54,54,54	1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
55,55,55,62,62,11,11,11,43,43,43,43,43,12,12,12,3,3,3,3,3,3,12,12,12,72,72,72,72,72,72,72,72,72,52,52,52,52,75,75,75,75,75,75,60,60,60,60,60,60,81,81,81,20,20,20,20	0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
50,50,50,72,72,72,72,72,72,72,72,72,72,82,82,82,82,11,11,11,11,12,12,12,12,12,12,12,1,1,1,1,1,55,55,55,55,55,43,43,43,12,12,12,12,12,12,12,12,12,12,12,62,62,62,3,3,3,3,72,72,72,52,52,52,75,75,75,75,75,75,54,54,54,60,60,60,60,60,60,81,81,81,81,20,20,20	1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
37,37,37,78,78,78,78,78,78,78,78,25,25,25,81,81,81,10,10,10,10	1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
62,62,62,62,62,62,62,62,11,11,11,16,16,16,9,9,9,9,57,57,57,62,62,62,62,62,62,62	1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
25,25,25,92,10,10,10,92,92,72,72,72,75,75,75,46,46,46,46,46,46	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
42,92,92,92,38,38,38,38,38,38,55,55,55,55,55,83,83,83	0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1
1,1,1,55,55,55,55,55,62,62,62,62,62,11,11,11,59,59,59,43,43,43,43,43,12,12,12,12,12,12,12,12,62,62,62,3,3,3,3,3,3,3,3,72,72,72,52,52,52,75,75,75,75,75,75,75,75,75,54,54,54,60,60,60,81,81,81,81,81,20,20,20	1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
83,83,83,83,83,83,83,47,47,47,59,59,59,62,62,62,12,12,12,55,1,50,50,50,50,50,83,83,83,83,83,1,1,55,55,55,55,55,55,3,3,3,43,43,43,56,56,56,78,78,78,65,65,65,79,79,79,60,60,60,73,73,73,54,54,54,55,55,55,55,55,55	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
83,83,83,37,37,37,83,83,83,83,83,82,82,82,83,83,83,47,47,47,38,38,38,38,38,38,38,38,38,38,38,50,50,50,59,59,59,59,59,59,62,62,62,59,59,59,59,12,12,12,55,55,55,1,1,1,1,1,1,43,43,43,43,3,38,38,38,38,38,38,12,12,12,59,59,62,62,62,59,59,59,59,59,1,1,1,1,0,0,0,56,56,56,0,79,78,78,78,65,65,65,65,65,65,59,59,59,59,79,79,43,43,43,43,43,43,60,60,60,73,73,73,83,83,83,73,73,73,73,73,54,54,54,3,3,3,3,3,3,3,3,3,3,87,93,93,93,87,87,49,49,49,45,45,45,32,51,51,51,51,32,32,51,51,51,51,51,51,90,90,90,50,50,50,75,75,75,75,51,51,51,92,92,92,92,92,10,10,10,47,47,47,47,92,92,92,92,47,47,47,47,47,47,47,28,28,28,28,28,28,28,28,28,47,47,47,66,66,66	1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
19,19,19,19,19,50,50,50,50,37,37,37,37,37,37,37,37,37,37,37,25,25,37,25,25,54,54,54	0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
73,73,73,73,73	1,0,1,1,1
19,19,19,19,19,19,19,54,54,54,66,66,66	1,0,0,0,1,1,1,1,1,1,1,1,1
37,37,37,37,37,37,42,42,42,70,70,45,45,15,15,15,43,43,43,28,28,28,28,28,28,28,28,28	1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
15,15,15,15,45,83,83,83,51,91,91,91,50,50,50,45,45,90,90,90,75,83,75,75,75,75,75,75,75,37,37,37,42,42,42,42,42,42,42,42,42,28,28,28,51,51,51,47,47,47,47,29,29,29,29	0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
50,50,50,45,45,45,45,45,45,45,90,90,90,83,83,83,57,57,57,29,29,29,70,66,54,54,54,28,28,28,50,50,50,50,50	1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1
66,66,66,37,37,37,37,93,93,93,93,93,28,28,28,87,87,87,87,87,70,70,70,45,45,45,45,90,90,90,83,50,50,50,50,71,71,71,45,54,54,54,54,54,54,54,54,54,54,54,54,57,57,57,57,57,29,57,57,57,57,15,15,15,54,54,54,54,54,54,54,54,54,54,93,93,93,93	1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
